filename,onset,offset,event_label
00001_mix.wav,2.8521429192297485,3.8521429192297485,Cheering
00001_mix.wav,5.468055921327309,6.468055921327309,Church_bell
00002_mix.wav,0.4330880728874676,1.4330880728874675,Doorbell
00002_mix.wav,2.510292247147901,3.510292247147901,Shatter
00002_mix.wav,5.106169555339138,6.106169555339138,Church_bell
00002_mix.wav,7.652121121479769,9.65212112147977,Camera
00003_mix.wav,0.14561457009902096,1.145614570099021,Fireworks
00003_mix.wav,2.646072324267609,4.6460723242676085,Cough
00003_mix.wav,5.392587980696507,6.392587980696507,Fireworks
00003_mix.wav,7.796207284431021,8.79620728443102,Meow
00004_mix.wav,0.22736549824972208,1.2273654982497222,Meow
00004_mix.wav,4.620842710766079,5.620842710766079,Cheering
00004_mix.wav,6.796896152008512,8.796896152008511,Bark
00005_mix.wav,0.16271764645970513,1.162717646459705,Scratching_(performance_technique)
00005_mix.wav,3.3791846948202915,5.345872194820291,Shatter
00005_mix.wav,7.550029712471976,8.550029712471975,Doorbell
00006_mix.wav,0.6934240282370812,1.986424028237081,Burping_and_eructation
00006_mix.wav,3.579805940700703,4.945618440700703,Cough
00006_mix.wav,7.919331922085585,8.919331922085586,Church_bell
00007_mix.wav,2.7656227050693505,3.7656227050693505,Camera
00007_mix.wav,5.135681866731614,7.135681866731614,Shout
00008_mix.wav,0.13567451588694796,1.135674515886948,Church_bell
00008_mix.wav,2.6404672548436903,4.64046725484369,Church_bell
00008_mix.wav,5.40109849037702,6.40109849037702,Bark
00008_mix.wav,7.886122384648329,8.886122384648328,Church_bell
00009_mix.wav,1.0872819046064457,2.0872819046064457,Burping_and_eructation
00009_mix.wav,4.361693795581261,5.361693795581261,Fireworks
00009_mix.wav,6.821158746033507,8.821158746033507,Cheering
00010_mix.wav,0.44119736647019897,2.441197366470199,Church_bell
00010_mix.wav,3.766911096035663,4.766911096035663,Doorbell
00010_mix.wav,7.849616990101769,9.849616990101769,Cough
00011_mix.wav,0.9509930496306601,2.95099304963066,Bark
00011_mix.wav,4.361289573272749,5.361289573272749,Camera
00011_mix.wav,7.236721357811399,9.2367213578114,Burping_and_eructation
00012_mix.wav,0.09428755706020275,1.0942875570602029,Fireworks
00012_mix.wav,5.94306794322898,7.19006794322898,Shout
00013_mix.wav,0.7478766874466248,2.7478766874466247,Camera
00013_mix.wav,5.686394496474867,6.686394496474867,Burping_and_eructation
00014_mix.wav,0.48366386176201326,1.4836638617620133,Camera
00014_mix.wav,6.900211269531271,8.90021126953127,Scratching_(performance_technique)
00015_mix.wav,0.2487600785147145,1.2487600785147146,Fireworks
00015_mix.wav,4.409920206885417,5.409920206885417,Church_bell
00015_mix.wav,6.813402566036903,7.813402566036903,Cheering
00016_mix.wav,2.4540442977674792,3.4540442977674792,Cough
00016_mix.wav,6.532241907732697,8.532241907732697,Fireworks
00017_mix.wav,0.0599326836668414,2.0599326836668412,Cheering
00017_mix.wav,2.97145485195626,4.413704851956259,Bark
00017_mix.wav,5.351509479447589,6.351509479447589,Camera
00017_mix.wav,7.981223647471055,8.981223647471055,Church_bell
00018_mix.wav,0.15043915490838483,1.1504391549083848,Camera
00018_mix.wav,2.8047821669899484,3.8047821669899484,Shatter
00018_mix.wav,5.139323232118306,6.139323232118306,Church_bell
00018_mix.wav,7.5724474360456115,8.57244743604561,Meow
00019_mix.wav,0.3227403620153339,2.3227403620153337,Church_bell
00019_mix.wav,3.6501833919898665,5.6501833919898665,Church_bell
00019_mix.wav,7.509741107458106,8.509741107458106,Church_bell
00020_mix.wav,0.12038636007254441,2.1203863600725446,Bark
00020_mix.wav,3.5820246805331393,4.58202468053314,Cheering
00020_mix.wav,7.57008581578971,9.57008581578971,Shatter
00021_mix.wav,0.6794873255938139,1.6794873255938139,Church_bell
00021_mix.wav,7.072813214307398,9.072813214307399,Bark
00022_mix.wav,0.41256283243797975,1.4125628324379798,Shout
00022_mix.wav,7.774080854835688,8.774080854835688,Shatter
00023_mix.wav,0.8799787280455722,1.8799787280455722,Shout
00023_mix.wav,4.039534104474676,5.039534104474676,Bark
00023_mix.wav,7.862954343937769,9.86295434393777,Bark
00024_mix.wav,0.45203972139826765,2.4520397213982674,Fireworks
00024_mix.wav,4.529480346603436,6.529480346603436,Cough
00024_mix.wav,7.5227088615390505,8.522708861539051,Church_bell
00025_mix.wav,2.695662565581238,3.695662565581238,Shatter
00025_mix.wav,5.304414628598097,6.304414628598097,Shatter
00026_mix.wav,0.0025307919231093434,1.5025307919231095,Doorbell
00026_mix.wav,2.8459475988463465,3.8459475988463465,Doorbell
00026_mix.wav,5.356089610673768,7.356089610673768,Scratching_(performance_technique)
00026_mix.wav,7.873245702559012,9.87324570255901,Burping_and_eructation
00027_mix.wav,0.3288064461501717,1.3288064461501716,Cheering
00027_mix.wav,2.683857901529717,3.683857901529717,Fireworks
00027_mix.wav,5.121994821689542,6.364182321689542,Burping_and_eructation
00027_mix.wav,7.946023277588557,8.946023277588557,Shout
00028_mix.wav,0.25131854655259606,1.251318546552596,Scratching_(performance_technique)
00028_mix.wav,2.5976214938990223,4.597621493899022,Camera
00028_mix.wav,5.012157983215727,6.012157983215727,Cough
00028_mix.wav,7.970229292176457,9.970229292176457,Church_bell
00029_mix.wav,0.1850793501277222,1.1850793501277221,Cheering
00029_mix.wav,2.964159281293863,4.257159281293863,Burping_and_eructation
00029_mix.wav,5.481809988544627,6.481809988544627,Burping_and_eructation
00029_mix.wav,7.692548864300963,8.692548864300964,Fireworks
00030_mix.wav,0.5084782400582775,1.5084782400582775,Fireworks
00030_mix.wav,7.088089390024919,8.08808939002492,Cheering
00031_mix.wav,0.8200096355988931,2.8200096355988933,Camera
00031_mix.wav,4.024439536484983,6.024439536484983,Shatter
00031_mix.wav,7.596020987993691,8.59602098799369,Fireworks
00032_mix.wav,0.8807755327934801,1.88077553279348,Burping_and_eructation
00032_mix.wav,7.601216955740311,9.60121695574031,Cheering
00033_mix.wav,1.5045488840615988,2.504548884061599,Doorbell
00033_mix.wav,7.10590063177311,9.10590063177311,Meow
00034_mix.wav,0.45066020913538113,2.450660209135381,Meow
00034_mix.wav,4.104373521328232,5.104373521328232,Church_bell
00034_mix.wav,7.3901928462767685,8.390192846276769,Meow
00035_mix.wav,0.09150074981714829,1.0915007498171483,Bark
00035_mix.wav,7.467801681978974,8.539176681978974,Cheering
00036_mix.wav,1.566729780164413,2.566729780164413,Fireworks
00036_mix.wav,6.868671427457,8.868671427457,Bark
00037_mix.wav,0.708472842090864,1.7084728420908641,Meow
00037_mix.wav,4.301455111630216,5.301455111630216,Church_bell
00037_mix.wav,7.35506713106826,8.62744213106826,Bark
00038_mix.wav,1.060248259691605,2.4499357596916047,Meow
00038_mix.wav,3.9186285609408484,5.211628560940849,Burping_and_eructation
00038_mix.wav,6.700467657887277,8.102467657887276,Shatter
00039_mix.wav,0.9279656081249308,2.927965608124931,Shatter
00039_mix.wav,3.5419160568947814,5.541916056894781,Meow
00039_mix.wav,7.61946123026675,8.61946123026675,Scratching_(performance_technique)
00040_mix.wav,0.8398016908378285,2.0226766908378284,Fireworks
00040_mix.wav,7.213690750087306,8.797503250087306,Shatter
00041_mix.wav,0.20980003121389496,1.209800031213895,Meow
00041_mix.wav,2.8789230552321845,4.8789230552321845,Cheering
00041_mix.wav,5.023001321010876,7.023001321010876,Burping_and_eructation
00041_mix.wav,7.8518289296900114,8.851828929690011,Bark
